Question,Location,Gender,Age,Answer,Count
Is support provided in a fair way?,Makwanpur,Male,40 to 54,4 Mostly yes,28
Is support provided in a fair way?,Makwanpur,Male,40 to 54,2 Very little,28
Is support provided in a fair way?,Makwanpur,Male,40 to 54,6 Don't know,15
Is support provided in a fair way?,Makwanpur,Male,40 to 54,5 Completely yes,13
Is support provided in a fair way?,Makwanpur,Male,40 to 54,3 Neutral,11
Is support provided in a fair way?,Makwanpur,Male,40 to 54,1 Not at all,77
Is support provided in a fair way?,Makwanpur,Male,40 to 54,7 Refused,0
Is support provided in a fair way?,Makwanpur,Male,Refused,4 Mostly yes,2
Is support provided in a fair way?,Makwanpur,Male,Refused,2 Very little,2
Is support provided in a fair way?,Makwanpur,Male,Refused,6 Don't know,0
Is support provided in a fair way?,Makwanpur,Male,Refused,5 Completely yes,0
Is support provided in a fair way?,Makwanpur,Male,Refused,3 Neutral,0
Is support provided in a fair way?,Makwanpur,Male,Refused,1 Not at all,2
Is support provided in a fair way?,Makwanpur,Male,Refused,7 Refused,0
Is support provided in a fair way?,Makwanpur,Male,don't Know,4 Mostly yes,0
Is support provided in a fair way?,Makwanpur,Male,don't Know,2 Very little,0
Is support provided in a fair way?,Makwanpur,Male,don't Know,6 Don't know,0
Is support provided in a fair way?,Makwanpur,Male,don't Know,5 Completely yes,0
Is support provided in a fair way?,Makwanpur,Male,don't Know,3 Neutral,0
Is support provided in a fair way?,Makwanpur,Male,don't Know,1 Not at all,0
Is support provided in a fair way?,Makwanpur,Male,don't Know,7 Refused,0
Is support provided in a fair way?,Makwanpur,Male,25 to 39,4 Mostly yes,21
Is support provided in a fair way?,Makwanpur,Male,25 to 39,2 Very little,21
Is support provided in a fair way?,Makwanpur,Male,25 to 39,6 Don't know,5
Is support provided in a fair way?,Makwanpur,Male,25 to 39,5 Completely yes,11
Is support provided in a fair way?,Makwanpur,Male,25 to 39,3 Neutral,7
Is support provided in a fair way?,Makwanpur,Male,25 to 39,1 Not at all,75
Is support provided in a fair way?,Makwanpur,Male,25 to 39,7 Refused,0
Is support provided in a fair way?,Makwanpur,Male,15 to 24,4 Mostly yes,4
Is support provided in a fair way?,Makwanpur,Male,15 to 24,2 Very little,1
Is support provided in a fair way?,Makwanpur,Male,15 to 24,6 Don't know,3
Is support provided in a fair way?,Makwanpur,Male,15 to 24,5 Completely yes,1
Is support provided in a fair way?,Makwanpur,Male,15 to 24,3 Neutral,0
Is support provided in a fair way?,Makwanpur,Male,15 to 24,1 Not at all,8
Is support provided in a fair way?,Makwanpur,Male,15 to 24,7 Refused,0
Is support provided in a fair way?,Makwanpur,Male,55+,4 Mostly yes,2
Is support provided in a fair way?,Makwanpur,Male,55+,2 Very little,11
Is support provided in a fair way?,Makwanpur,Male,55+,6 Don't know,11
Is support provided in a fair way?,Makwanpur,Male,55+,5 Completely yes,5
Is support provided in a fair way?,Makwanpur,Male,55+,3 Neutral,1
Is support provided in a fair way?,Makwanpur,Male,55+,1 Not at all,32
Is support provided in a fair way?,Makwanpur,Male,55+,7 Refused,0
Is support provided in a fair way?,Makwanpur,Male,15-24,4 Mostly yes,2
Is support provided in a fair way?,Makwanpur,Male,15-24,2 Very little,1
Is support provided in a fair way?,Makwanpur,Male,15-24,6 Don't know,2
Is support provided in a fair way?,Makwanpur,Male,15-24,5 Completely yes,0
Is support provided in a fair way?,Makwanpur,Male,15-24,3 Neutral,0
Is support provided in a fair way?,Makwanpur,Male,15-24,1 Not at all,3
Is support provided in a fair way?,Makwanpur,Male,15-24,7 Refused,0
Is support provided in a fair way?,Makwanpur,Male,Don't know,4 Mostly yes,0
Is support provided in a fair way?,Makwanpur,Male,Don't know,2 Very little,0
Is support provided in a fair way?,Makwanpur,Male,Don't know,6 Don't know,0
Is support provided in a fair way?,Makwanpur,Male,Don't know,5 Completely yes,0
Is support provided in a fair way?,Makwanpur,Male,Don't know,3 Neutral,1
Is support provided in a fair way?,Makwanpur,Male,Don't know,1 Not at all,0
Is support provided in a fair way?,Makwanpur,Male,Don't know,7 Refused,0
Is support provided in a fair way?,Makwanpur,Other,40 to 54,4 Mostly yes,0
Is support provided in a fair way?,Makwanpur,Other,40 to 54,2 Very little,0
Is support provided in a fair way?,Makwanpur,Other,40 to 54,6 Don't know,0
Is support provided in a fair way?,Makwanpur,Other,40 to 54,5 Completely yes,0
Is support provided in a fair way?,Makwanpur,Other,40 to 54,3 Neutral,0
Is support provided in a fair way?,Makwanpur,Other,40 to 54,1 Not at all,0
Is support provided in a fair way?,Makwanpur,Other,40 to 54,7 Refused,0
Is support provided in a fair way?,Makwanpur,Other,Refused,4 Mostly yes,0
Is support provided in a fair way?,Makwanpur,Other,Refused,2 Very little,0
Is support provided in a fair way?,Makwanpur,Other,Refused,6 Don't know,0
Is support provided in a fair way?,Makwanpur,Other,Refused,5 Completely yes,0
Is support provided in a fair way?,Makwanpur,Other,Refused,3 Neutral,0
Is support provided in a fair way?,Makwanpur,Other,Refused,1 Not at all,0
Is support provided in a fair way?,Makwanpur,Other,Refused,7 Refused,0
Is support provided in a fair way?,Makwanpur,Other,don't Know,4 Mostly yes,0
Is support provided in a fair way?,Makwanpur,Other,don't Know,2 Very little,0
Is support provided in a fair way?,Makwanpur,Other,don't Know,6 Don't know,0
Is support provided in a fair way?,Makwanpur,Other,don't Know,5 Completely yes,0
Is support provided in a fair way?,Makwanpur,Other,don't Know,3 Neutral,0
Is support provided in a fair way?,Makwanpur,Other,don't Know,1 Not at all,0
Is support provided in a fair way?,Makwanpur,Other,don't Know,7 Refused,0
Is support provided in a fair way?,Makwanpur,Other,25 to 39,4 Mostly yes,0
Is support provided in a fair way?,Makwanpur,Other,25 to 39,2 Very little,0
Is support provided in a fair way?,Makwanpur,Other,25 to 39,6 Don't know,0
Is support provided in a fair way?,Makwanpur,Other,25 to 39,5 Completely yes,0
Is support provided in a fair way?,Makwanpur,Other,25 to 39,3 Neutral,0
Is support provided in a fair way?,Makwanpur,Other,25 to 39,1 Not at all,0
Is support provided in a fair way?,Makwanpur,Other,25 to 39,7 Refused,0
Is support provided in a fair way?,Makwanpur,Other,15 to 24,4 Mostly yes,0
Is support provided in a fair way?,Makwanpur,Other,15 to 24,2 Very little,0
Is support provided in a fair way?,Makwanpur,Other,15 to 24,6 Don't know,0
Is support provided in a fair way?,Makwanpur,Other,15 to 24,5 Completely yes,0
Is support provided in a fair way?,Makwanpur,Other,15 to 24,3 Neutral,0
Is support provided in a fair way?,Makwanpur,Other,15 to 24,1 Not at all,0
Is support provided in a fair way?,Makwanpur,Other,15 to 24,7 Refused,0
Is support provided in a fair way?,Makwanpur,Other,55+,4 Mostly yes,0
Is support provided in a fair way?,Makwanpur,Other,55+,2 Very little,0
Is support provided in a fair way?,Makwanpur,Other,55+,6 Don't know,0
Is support provided in a fair way?,Makwanpur,Other,55+,5 Completely yes,0
Is support provided in a fair way?,Makwanpur,Other,55+,3 Neutral,0
Is support provided in a fair way?,Makwanpur,Other,55+,1 Not at all,0
Is support provided in a fair way?,Makwanpur,Other,55+,7 Refused,0
Is support provided in a fair way?,Makwanpur,Other,15-24,4 Mostly yes,0
Is support provided in a fair way?,Makwanpur,Other,15-24,2 Very little,0
Is support provided in a fair way?,Makwanpur,Other,15-24,6 Don't know,0
Is support provided in a fair way?,Makwanpur,Other,15-24,5 Completely yes,0
Is support provided in a fair way?,Makwanpur,Other,15-24,3 Neutral,0
Is support provided in a fair way?,Makwanpur,Other,15-24,1 Not at all,0
Is support provided in a fair way?,Makwanpur,Other,15-24,7 Refused,0
Is support provided in a fair way?,Makwanpur,Other,Don't know,4 Mostly yes,0
Is support provided in a fair way?,Makwanpur,Other,Don't know,2 Very little,0
Is support provided in a fair way?,Makwanpur,Other,Don't know,6 Don't know,0
Is support provided in a fair way?,Makwanpur,Other,Don't know,5 Completely yes,0
Is support provided in a fair way?,Makwanpur,Other,Don't know,3 Neutral,0
Is support provided in a fair way?,Makwanpur,Other,Don't know,1 Not at all,0
Is support provided in a fair way?,Makwanpur,Other,Don't know,7 Refused,0
Is support provided in a fair way?,Makwanpur,Female,40 to 54,4 Mostly yes,18
Is support provided in a fair way?,Makwanpur,Female,40 to 54,2 Very little,8
Is support provided in a fair way?,Makwanpur,Female,40 to 54,6 Don't know,8
Is support provided in a fair way?,Makwanpur,Female,40 to 54,5 Completely yes,3
Is support provided in a fair way?,Makwanpur,Female,40 to 54,3 Neutral,4
Is support provided in a fair way?,Makwanpur,Female,40 to 54,1 Not at all,25
Is support provided in a fair way?,Makwanpur,Female,40 to 54,7 Refused,0
Is support provided in a fair way?,Makwanpur,Female,Refused,4 Mostly yes,2
Is support provided in a fair way?,Makwanpur,Female,Refused,2 Very little,1
Is support provided in a fair way?,Makwanpur,Female,Refused,6 Don't know,0
Is support provided in a fair way?,Makwanpur,Female,Refused,5 Completely yes,0
Is support provided in a fair way?,Makwanpur,Female,Refused,3 Neutral,2
Is support provided in a fair way?,Makwanpur,Female,Refused,1 Not at all,2
Is support provided in a fair way?,Makwanpur,Female,Refused,7 Refused,0
Is support provided in a fair way?,Makwanpur,Female,don't Know,4 Mostly yes,0
Is support provided in a fair way?,Makwanpur,Female,don't Know,2 Very little,0
Is support provided in a fair way?,Makwanpur,Female,don't Know,6 Don't know,0
Is support provided in a fair way?,Makwanpur,Female,don't Know,5 Completely yes,0
Is support provided in a fair way?,Makwanpur,Female,don't Know,3 Neutral,0
Is support provided in a fair way?,Makwanpur,Female,don't Know,1 Not at all,0
Is support provided in a fair way?,Makwanpur,Female,don't Know,7 Refused,0
Is support provided in a fair way?,Makwanpur,Female,25 to 39,4 Mostly yes,15
Is support provided in a fair way?,Makwanpur,Female,25 to 39,2 Very little,18
Is support provided in a fair way?,Makwanpur,Female,25 to 39,6 Don't know,3
Is support provided in a fair way?,Makwanpur,Female,25 to 39,5 Completely yes,6
Is support provided in a fair way?,Makwanpur,Female,25 to 39,3 Neutral,1
Is support provided in a fair way?,Makwanpur,Female,25 to 39,1 Not at all,27
Is support provided in a fair way?,Makwanpur,Female,25 to 39,7 Refused,0
Is support provided in a fair way?,Makwanpur,Female,15 to 24,4 Mostly yes,1
Is support provided in a fair way?,Makwanpur,Female,15 to 24,2 Very little,5
Is support provided in a fair way?,Makwanpur,Female,15 to 24,6 Don't know,1
Is support provided in a fair way?,Makwanpur,Female,15 to 24,5 Completely yes,3
Is support provided in a fair way?,Makwanpur,Female,15 to 24,3 Neutral,1
Is support provided in a fair way?,Makwanpur,Female,15 to 24,1 Not at all,13
Is support provided in a fair way?,Makwanpur,Female,15 to 24,7 Refused,0
Is support provided in a fair way?,Makwanpur,Female,55+,4 Mostly yes,1
Is support provided in a fair way?,Makwanpur,Female,55+,2 Very little,3
Is support provided in a fair way?,Makwanpur,Female,55+,6 Don't know,7
Is support provided in a fair way?,Makwanpur,Female,55+,5 Completely yes,2
Is support provided in a fair way?,Makwanpur,Female,55+,3 Neutral,0
Is support provided in a fair way?,Makwanpur,Female,55+,1 Not at all,8
Is support provided in a fair way?,Makwanpur,Female,55+,7 Refused,0
Is support provided in a fair way?,Makwanpur,Female,15-24,4 Mostly yes,3
Is support provided in a fair way?,Makwanpur,Female,15-24,2 Very little,0
Is support provided in a fair way?,Makwanpur,Female,15-24,6 Don't know,3
Is support provided in a fair way?,Makwanpur,Female,15-24,5 Completely yes,0
Is support provided in a fair way?,Makwanpur,Female,15-24,3 Neutral,1
Is support provided in a fair way?,Makwanpur,Female,15-24,1 Not at all,1
Is support provided in a fair way?,Makwanpur,Female,15-24,7 Refused,0
Is support provided in a fair way?,Makwanpur,Female,Don't know,4 Mostly yes,0
Is support provided in a fair way?,Makwanpur,Female,Don't know,2 Very little,0
Is support provided in a fair way?,Makwanpur,Female,Don't know,6 Don't know,0
Is support provided in a fair way?,Makwanpur,Female,Don't know,5 Completely yes,0
Is support provided in a fair way?,Makwanpur,Female,Don't know,3 Neutral,0
Is support provided in a fair way?,Makwanpur,Female,Don't know,1 Not at all,0
Is support provided in a fair way?,Makwanpur,Female,Don't know,7 Refused,0
Is support provided in a fair way?,Kathmandu,NA,40 to 54,4 Mostly yes,0
Is support provided in a fair way?,Kathmandu,NA,40 to 54,2 Very little,0
Is support provided in a fair way?,Kathmandu,NA,40 to 54,6 Don't know,0
Is support provided in a fair way?,Kathmandu,NA,40 to 54,5 Completely yes,0
Is support provided in a fair way?,Kathmandu,NA,40 to 54,3 Neutral,0
Is support provided in a fair way?,Kathmandu,NA,40 to 54,1 Not at all,0
Is support provided in a fair way?,Kathmandu,NA,40 to 54,7 Refused,0
Is support provided in a fair way?,Kathmandu,NA,Refused,4 Mostly yes,0
Is support provided in a fair way?,Kathmandu,NA,Refused,2 Very little,0
Is support provided in a fair way?,Kathmandu,NA,Refused,6 Don't know,0
Is support provided in a fair way?,Kathmandu,NA,Refused,5 Completely yes,0
Is support provided in a fair way?,Kathmandu,NA,Refused,3 Neutral,0
Is support provided in a fair way?,Kathmandu,NA,Refused,1 Not at all,0
Is support provided in a fair way?,Kathmandu,NA,Refused,7 Refused,0
Is support provided in a fair way?,Kathmandu,NA,don't Know,4 Mostly yes,0
Is support provided in a fair way?,Kathmandu,NA,don't Know,2 Very little,0
Is support provided in a fair way?,Kathmandu,NA,don't Know,6 Don't know,0
Is support provided in a fair way?,Kathmandu,NA,don't Know,5 Completely yes,0
Is support provided in a fair way?,Kathmandu,NA,don't Know,3 Neutral,0
Is support provided in a fair way?,Kathmandu,NA,don't Know,1 Not at all,0
Is support provided in a fair way?,Kathmandu,NA,don't Know,7 Refused,0
Is support provided in a fair way?,Kathmandu,NA,25 to 39,4 Mostly yes,0
Is support provided in a fair way?,Kathmandu,NA,25 to 39,2 Very little,0
Is support provided in a fair way?,Kathmandu,NA,25 to 39,6 Don't know,0
Is support provided in a fair way?,Kathmandu,NA,25 to 39,5 Completely yes,0
Is support provided in a fair way?,Kathmandu,NA,25 to 39,3 Neutral,0
Is support provided in a fair way?,Kathmandu,NA,25 to 39,1 Not at all,0
Is support provided in a fair way?,Kathmandu,NA,25 to 39,7 Refused,0
Is support provided in a fair way?,Kathmandu,NA,15 to 24,4 Mostly yes,0
Is support provided in a fair way?,Kathmandu,NA,15 to 24,2 Very little,0
Is support provided in a fair way?,Kathmandu,NA,15 to 24,6 Don't know,0
Is support provided in a fair way?,Kathmandu,NA,15 to 24,5 Completely yes,0
Is support provided in a fair way?,Kathmandu,NA,15 to 24,3 Neutral,0
Is support provided in a fair way?,Kathmandu,NA,15 to 24,1 Not at all,0
Is support provided in a fair way?,Kathmandu,NA,15 to 24,7 Refused,0
Is support provided in a fair way?,Kathmandu,NA,55+,4 Mostly yes,0
Is support provided in a fair way?,Kathmandu,NA,55+,2 Very little,0
Is support provided in a fair way?,Kathmandu,NA,55+,6 Don't know,0
Is support provided in a fair way?,Kathmandu,NA,55+,5 Completely yes,0
Is support provided in a fair way?,Kathmandu,NA,55+,3 Neutral,0
Is support provided in a fair way?,Kathmandu,NA,55+,1 Not at all,0
Is support provided in a fair way?,Kathmandu,NA,55+,7 Refused,0
Is support provided in a fair way?,Kathmandu,NA,15-24,4 Mostly yes,0
Is support provided in a fair way?,Kathmandu,NA,15-24,2 Very little,0
Is support provided in a fair way?,Kathmandu,NA,15-24,6 Don't know,0
Is support provided in a fair way?,Kathmandu,NA,15-24,5 Completely yes,0
Is support provided in a fair way?,Kathmandu,NA,15-24,3 Neutral,0
Is support provided in a fair way?,Kathmandu,NA,15-24,1 Not at all,0
Is support provided in a fair way?,Kathmandu,NA,15-24,7 Refused,0
Is support provided in a fair way?,Kathmandu,NA,Don't know,4 Mostly yes,0
Is support provided in a fair way?,Kathmandu,NA,Don't know,2 Very little,0
